"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Strongly support","Oppose","Support","Support","A great deal","No","Slightly decreased my motivation to vote","Yes","0","0","0","0","1","0","0","0","0","0","1","Bernie Sanders","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Frequently","Local radio","Yes","Wrong track","Sometimes","Neither is committed","Strongly oppose","Oppose","Undecided","Undecided","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","1","1","0","0","Amy Klobuchar","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Very Frequently","Newspapers","No","Wrong track","Sometimes","They're equally committed","Support","Undecided","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","1","0","0","1","1","0","0","0","Amy Klobuchar","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Occasionally","Newspapers","No","In between","Rarely","Republicans","Undecided","Undecided","Support","Oppose","A great deal","Yes","No impact","Yes","0","0","0","1","0","0","1","0","0","0","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Very Frequently","Newspapers","Yes","Right direction","Always","Democrats","Strongly support","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","0","0","0","0","0","Amy Klobuchar","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Frequently","Local TV news","No","No opinion","Never","Democrats","Support","Strongly support","Oppose","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","1","0","0","0","0","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Very Frequently","Local TV news","No","In between","Rarely","Republicans","Strongly support","Undecided","Oppose","Oppose","Not at all","No","Slightly decreased my motivation to vote","Yes","0","0","0","1","0","0","1","1","0","0","0","Kamala Harris","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Frequently","Local TV news","No","In between","Rarely","Republicans","Strongly support","Oppose","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","1","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Frequently","Newspapers","No","In between","Sometimes","They're equally committed","Undecided","Strongly support","Support","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","1","0","0","1","0","1","0","0","0","0","Amy Klobuchar","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Newspapers","Yes","In between","Sometimes","Don't know / No opinion","Undecided","Support","Undecided","Support","Not at all","Yes","No impact","Yes","0","0","0","0","0","1","1","0","0","1","0","Don't Know / Would not vote","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Frequently","Word of mouth","Yes","In between","Rarely","Don't know / No opinion","Strongly support","Strongly support","Oppose","Support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","1","1","1","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Newspapers","No","In between","Never","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Not sure","Don't know / No opinion","No impact","No","0","0","0","1","1","0","0","0","0","0","1","Don't Know / Would not vote","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Local radio","No","No opinion","Never","Democrats","Strongly support","Strongly support","Oppose","Strongly support","A great deal","Yes","Decreased my motivation to vote","Yes","0","0","0","0","1","1","0","0","0","1","0","Tom Steyer","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Very Frequently","Local TV news","No","In between","Sometimes","Democrats","Strongly oppose","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","1","0","0","1","1","0","0","0","Don't Know / Would not vote","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Local TV news","No","In between","Sometimes","Democrats","Oppose","Support","Undecided","Support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","0","1","1","0","0","0","0","Julian Castro","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Newspapers","No","Wrong track","Rarely","Don't know / No opinion","Strongly support","Strongly support","Undecided","Strongly support","Not at all","Don't know / No opinion","No impact","No","1","0","0","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Never","Do not have access to news","Yes","Right direction","Always","Don't know / No opinion","Strongly support","Strongly oppose","Undecided","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","0","0","0","0","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Never","Newspapers","No","No opinion","Rarely","Neither is committed","Undecided","Strongly support","Undecided","Oppose","A great deal","No","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Local TV news","Yes","No opinion","Don't know / No opinion","Neither is committed","Strongly support","Support","Strongly oppose","Support","Not at all","Yes","Slightly decreased my motivation to vote","No","0","0","0","0","0","1","0","0","0","1","1","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Never","Local TV news","No","No opinion","Sometimes","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Undecided","Not at all","Yes","No impact","No","1","0","0","0","0","0","0","1","0","1","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Never","Word of mouth","No","In between","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","1","0","0","0","1","0","0","0","1","0","Don't Know / Would not vote","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Frequently","Local TV news","Yes","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Support","Not sure","Yes","No impact","No","0","0","0","0","0","0","0","1","0","0","0","Joe Biden","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Never","Newspapers","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","0","0","0","1","1","Julian Castro","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Occasionally","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Strongly oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","Yes","0","1","0","0","0","1","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Rarely","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Undecided","Strongly support","Strongly support","Strongly support","Somewhat","Yes","Slightly decreased my motivation to vote","Yes","1","0","0","0","0","1","1","0","0","0","0","Joe Biden","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Very Frequently","Local TV news","No","In between","Rarely","They're equally committed","Strongly oppose","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","No","1","0","1","0","0","0","0","0","0","0","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Local TV news","No","Wrong track","Sometimes","Democrats","Support","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","No","1","0","0","1","0","0","0","1","0","0","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Local TV news","No","Wrong track","Rarely","Democrats","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","0","0","0","0","1","1","0","0","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Rarely","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Undecided","Strongly support","Strongly oppose","Support","Not sure","Yes","Increased my motivation to vote","No","1","0","0","1","0","0","1","0","0","0","0","Joe Biden","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Local TV news","Yes","Wrong track","Sometimes","Republicans","Strongly support","Strongly support","Strongly oppose","Strongly support","Somewhat","No","Slightly increased my motivation to vote","Yes","1","0","0","0","0","0","0","1","0","0","0","Julian Castro","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","National public radio","No","Wrong track","Sometimes","Democrats","Undecided","Strongly support","Strongly oppose","Support","Not at all","Don't know / No opinion","No impact","Yes","0","0","0","0","1","0","1","0","0","1","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Local TV news","No","In between","Don't know / No opinion","Democrats","Undecided","Strongly support","Support","Undecided","Somewhat","Yes","Decreased my motivation to vote","Yes","0","1","0","0","0","0","0","0","0","1","1","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Very Frequently","Local TV news","Yes","Right direction","Sometimes","Republicans","Undecided","Strongly oppose","Strongly support","Strongly support","Not at all","No","Increased my motivation to vote","Yes","0","1","0","1","1","0","0","0","0","0","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Frequently","Local TV news","No","Wrong track","Don't know / No opinion","They're equally committed","Undecided","Undecided","Strongly support","Undecided","Somewhat","Yes","No impact","Yes","0","0","1","0","1","0","0","0","0","1","0","Amy Klobuchar","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Very Frequently","Cable news","No","In between","Sometimes","Neither is committed","Undecided","Undecided","Support","Oppose","Not sure","Don't know / No opinion","Increased my motivation to vote","No","0","0","0","0","0","0","0","1","1","0","1","Donald Trump","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Frequently","Local TV news","No","Right direction","Sometimes","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","No impact","Yes","0","0","0","0","0","1","1","0","0","0","1","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Never","Local TV news","No","In between","Never","They're equally committed","Oppose","Oppose","Undecided","Undecided","A great deal","No","No impact","No","0","0","1","0","0","0","0","0","1","1","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Newspapers","No","Wrong track","Rarely","Democrats","Oppose","Support","Oppose","Oppose","Not sure","Yes","Increased my motivation to vote","Yes","0","0","1","0","0","0","1","0","0","1","0","Bernie Sanders","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Local TV news","No","In between","Sometimes","Neither is committed","Oppose","Strongly support","Oppose","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","0","1","1","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Do not have access to news","Yes","Wrong track","Rarely","Democrats","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Somewhat","Yes","Increased my motivation to vote","No","1","0","0","0","0","1","0","0","0","1","0","Joe Biden","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Rarely","Word of mouth","No","In between","Sometimes","Neither is committed","Strongly oppose","Strongly support","Undecided","Strongly support","Not at all","Yes","No impact","No","0","0","0","1","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Frequently","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly support","Support","Oppose","Strongly support","A great deal","No","No impact","No","0","1","0","0","1","0","0","0","0","0","1","Don't Know / Would not vote","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Rarely","Do not have access to news","No","No opinion","Sometimes","Democrats","Support","Strongly support","Undecided","Strongly support","Not sure","Yes","Increased my motivation to vote","No","1","0","1","1","0","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Local TV news","Yes","In between","Rarely","Democrats","Support","Strongly support","Undecided","Strongly support","Not at all","Yes","Slightly decreased my motivation to vote","No","0","0","0","0","0","0","1","1","0","0","1","Bernie Sanders","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Rarely","Local TV news","No","In between","Sometimes","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","A great deal","Don't know / No opinion","Increased my motivation to vote","Yes","1","0","0","0","1","0","0","1","0","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Republican party","Very Frequently","Local radio","Yes","In between","Rarely","Democrats","Support","Oppose","Oppose","Support","Not at all","No","Slightly increased my motivation to vote","Yes","0","1","0","0","0","0","0","0","1","1","0","Kamala Harris","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Occasionally","Local TV news","Yes","Wrong track","Rarely","Democrats","Strongly support","Strongly support","Oppose","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","0","0","0","0","0","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Occasionally","Local TV news","Yes","Wrong track","Don't know / No opinion","Neither is committed","Strongly oppose","Strongly support","Strongly support","Strongly support","A great deal","Yes","Decreased my motivation to vote","Yes","0","0","1","0","0","0","1","0","0","1","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Word of mouth","No","No opinion","Sometimes","Don't know / No opinion","Strongly oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","No","0","1","0","0","1","0","0","0","1","0","0","Don't Know / Would not vote","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Never","Local TV news","Yes","Wrong track","Rarely","Democrats","Oppose","Strongly support","Oppose","Strongly support","A great deal","Yes","No impact","No","1","0","0","0","0","0","1","0","0","0","1","Bernie Sanders","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent","Frequently","Local TV news","Yes","In between","Sometimes","Don't know / No opinion","Support","Strongly support","Strongly support","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","1","1","0","0","0","0","0","1","0","0","0","Bernie Sanders","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Democratic party","Occasionally","Newspapers","Yes","Right direction","Sometimes","Republicans","Support","Strongly support","Oppose","Strongly support","Somewhat","Yes","No impact","Yes","0","1","0","0","0","1","1","0","0","0","0","Kamala Harris","Disapprove"
